9.84,3.82,-7.20
12.45,4.66,-7.62
15.04,5.16,-5.81
17.38,5.69,-3.62
17.62,5.72,-3.63
16.75,4.83,-2.34
14.77,2.82,0.00
10.98,1.09,3.77
7.77,-0.91,4.74
6.38,-1.21,3.13
4.82,-0.30,2.09
-57.27,37.06,-34.96
-3.62,-0.07,-3.16
-8.80,0.70,-9.70
-10.64,-1.24,-8.01
-12.66,-2.49,-2.00
-14.87,-3.18,-3.26
-12.11,-3.96,-5.42
-11.09,-2.90,-6.24
-10.32,-2.18,-3.71
-9.81,-2.33,1.33
-9.41,-4.55,1.09
-7.57,-7.31,3.08
-3.37,-10.53,1.27
-2.01,-9.75,-6.97
-2.39,-7.38,5.92
1.50,-6.36,-4.15
7.18,-2.46,-12.69
8.75,1.77,-5.69
7.94,2.23,5.55
7.48,3.40,6.62
7.78,5.25,-1.89
5.26,6.88,-8.84
2.57,7.01,-10.80
-0.28,7.78,-7.17
-3.04,7.14,-2.52
-1.71,5.91,-2.75
-0.03,6.42,-4.03
0.03,7.18,-4.95
-2.80,7.77,-3.37
-7.12,8.78,0.91
-10.29,-1.75,10.38
-10.76,-8.34,4.61
-6.15,-12.60,-3.39
-0.11,-13.59,-8.46
3.83,-14.32,-4.03
4.68,-15.75,-2.83
3.45,-16.85,-3.08
3.19,-16.15,-4.86
4.28,-13.76,-6.22
5.85,-9.73,-6.14
5.12,-4.37,-5.44
1.23,-3.77,0.42
-3.92,-2.63,8.32
-5.60,0.71,-4.34
-2.23,4.47,-7.01
2.65,9.73,3.16
2.19,13.61,7.00
-0.53,16.95,-2.53
-0.36,21.00,-7.93
5.35,18.50,-0.52
1.10,13.75,7.38
-5.36,10.65,6.86
0.20,3.81,-5.44
7.67,0.17,-9.56
7.75,-2.46,-7.58
3.92,-2.81,-4.10
5.99,-4.02,-3.68
6.50,-2.61,-6.73
1.98,0.12,-9.62
-3.66,3.21,-10.26
-3.26,3.35,-8.28
-1.79,2.22,-7.34
1.03,0.34,-8.83
5.08,-2.83,-5.36
5.45,-4.43,-4.61
8.07,-7.05,-0.88
6.68,-7.31,2.64
5.20,-7.00,-0.34
9.37,-5.94,-1.37
10.65,-4.98,-2.25
9.71,-2.33,-1.54
8.33,-0.16,-1.13
13.41,-88.62,12.22
