6.51,6.43,17.95
-3.33,15.45,51.28
-15.63,22.29,55.07
-20.68,20.67,29.74
-21.36,5.81,3.62
-23.42,-9.09,-11.42
-31.80,-23.64,-24.92
-14.27,-19.15,-52.03
5.89,-23.10,-43.20
27.86,-8.47,-25.86
26.45,-1.14,-9.15
17.75,3.05,-1.00
18.80,4.19,8.51
27.13,-7.11,12.57
31.62,-13.67,10.57
40.92,-21.55,-4.86
38.80,-24.78,-44.34
-13.53,-8.73,-90.28
-99.15,48.36,-22.81
-26.52,-7.60,-37.74
-28.01,28.34,-15.74
19.01,31.75,33.65
3.89,-6.89,46.48
5.59,-1.71,23.74
5.86,0.75,16.38
9.03,1.73,12.50
4.85,-0.08,8.01
0.36,-3.57,-9.37
2.37,1.11,-9.32
