-13.12,8.06,-7.51
-14.66,9.41,-5.48
18.00,3.59,-0.08
24.21,-3.31,-2.78
24.96,-13.14,-6.82
22.20,-24.58,-12.11
19.48,-30.31,-9.75
9.22,-18.78,1.16
-2.39,-12.04,8.32
-17.99,10.67,9.16
-24.42,21.75,-4.03
-28.01,32.93,-21.20
-31.35,32.94,-29.26
-19.64,31.24,-13.87
-14.08,21.28,-3.26
-9.60,8.39,2.41
0.58,-8.09,1.74
12.51,-16.91,1.23
20.66,-21.95,-3.95
32.68,-30.87,-9.78
31.20,-29.57,-13.48
26.73,-19.51,-8.75
18.50,-9.98,-2.47
-15.33,15.62,-1.53
-24.40,16.68,-7.01
-26.72,14.79,-13.59
-24.47,8.09,-15.88
-19.86,6.43,-11.53
-15.27,5.82,-9.55
-9.83,4.81,-4.54
12.20,-7.37,-2.13
18.45,-9.36,-2.92
18.97,-3.46,-3.59
19.38,-3.03,-6.36
19.71,-3.53,-7.19
17.19,-4.83,-5.86
11.62,-3.18,-3.49
-15.46,0.97,-5.15
-21.18,7.04,-6.48
-19.78,1.60,-12.62
-18.69,8.34,-16.03
-13.82,6.43,-13.63
-8.21,4.08,-9.09
9.45,0.78,-0.81
10.88,-2.14,-2.75
9.37,-4.02,-3.78
