-2.18,5.99,9.84
-0.24,-11.11,1.84
7.10,-10.27,-3.84
-5.51,-5.48,-9.86
2.33,9.29,-8.91
-4.25,14.94,-12.66
7.53,-2.38,-10.64
10.57,18.61,-15.36
2.62,17.27,-6.37
-7.43,-12.97,2.78
-11.45,1.96,-61.25
-20.54,23.16,-28.17
-17.47,0.70,4.75
0.77,-10.99,-5.04
7.68,-5.08,10.19
14.37,-19.28,17.01
12.20,-20.19,14.12
18.54,-19.62,19.27
23.30,-16.78,17.90
17.85,-9.56,10.72
8.65,-2.04,4.05
-1.61,8.01,-2.52
14.21,-11.24,-1.94
33.40,-37.88,18.95
44.32,-55.58,47.52
22.64,-66.01,65.56
0.95,-49.73,100.15
-23.47,14.36,109.38
-45.33,100.08,80.15
-44.16,133.34,22.65
-25.11,110.42,-19.06
-11.47,135.87,-60.78
5.25,122.38,-74.08
-29.74,75.48,-84.81
-52.43,-10.48,-84.79
-42.30,-60.74,-46.58
-12.16,-40.59,-32.48
2.10,-43.33,-27.78
9.78,-64.90,-6.34
11.93,-41.28,-1.55
12.66,-8.98,-1.35
8.25,-4.00,2.89
