6.76,0.32,14.48
-6.08,10.89,22.10
1.31,12.30,29.35
-2.55,5.30,15.57
0.48,-16.44,-24.80
3.64,-14.94,-27.77
1.43,-17.33,-33.77
0.66,-7.66,-21.83
0.25,8.57,-11.20
-2.86,5.38,-18.38
1.15,4.76,-29.99
-5.80,-7.45,-27.96
0.89,9.08,-3.06
-10.74,-6.50,8.02
2.51,2.48,10.76
-0.56,0.56,9.86
-6.95,-7.52,27.43
8.98,1.14,34.05
4.71,2.24,21.41
1.26,4.80,-23.06
-3.45,-0.07,-34.55
-3.93,-4.58,-27.28
-9.78,-9.08,-3.15
-3.44,-5.71,19.98
1.15,-4.09,22.26
24.93,22.91,-37.31
-12.79,-9.15,12.83
0.10,-3.69,-13.55
