-65.92,-66.77,-89.36
-47.41,-63.52,-79.90
2.99,-57.74,-64.91
29.04,-48.98,-48.06
29.15,-36.77,-36.39
26.14,-23.47,-31.21
24.92,-12.12,-27.83
28.22,-2.19,-29.71
39.61,4.11,-32.68
59.19,4.28,-30.65
82.20,1.05,-25.51
98.12,-4.37,-16.88
102.20,-8.01,-9.93
95.02,-7.88,-9.29
80.97,-4.56,-12.26
63.65,2.13,-16.55
47.19,6.78,-17.30
34.94,8.53,-16.00
30.32,11.52,-20.28
35.62,13.52,-24.22
46.67,12.76,-28.04
63.06,8.01,-26.25
81.22,3.47,-23.88
95.57,-1.17,-18.38
101.65,-3.44,-14.15
99.66,-1.51,-14.94
91.42,0.70,-16.35
79.22,2.75,-17.24
65.71,5.71,-19.08
52.07,9.88,-20.40
41.11,10.99,-14.69
34.04,12.33,-18.43
34.34,12.79,-24.13
42.15,13.34,-29.46
54.62,10.95,-29.57
70.64,8.12,-28.92
89.14,4.24,-23.83
102.70,2.27,-19.03
108.21,3.13,-15.81
105.06,5.31,-15.33
96.01,6.54,-15.06
84.06,6.84,-15.50
71.72,7.01,-17.77
62.17,6.69,-17.91
57.04,7.16,-17.40
54.97,8.44,-17.33
53.54,9.46,-17.59
