12.12,1.70,-3.66
15.99,2.05,-8.70
18.34,3.04,-7.52
19.16,1.51,-3.72
18.30,0.00,1.38
12.72,-1.93,5.65
6.85,-2.86,18.97
-5.53,-0.90,8.96
-15.11,-0.93,6.50
-22.15,-2.75,5.61
-27.92,2.54,-6.53
-27.00,1.22,-20.35
-20.74,-1.93,-30.35
-17.97,-3.37,-26.43
-17.07,-3.16,-17.09
-13.64,-1.65,-1.88
-9.31,-0.92,4.04
-3.08,-1.20,9.57
10.03,1.00,9.35
15.62,2.77,4.15
18.14,5.94,0.62
19.18,6.96,-1.95
20.97,3.42,-4.01
23.16,-0.24,-5.26
24.98,-4.54,-5.76
24.77,-6.26,-3.57
21.81,-7.03,3.41
14.65,-7.92,1.74
7.65,-8.15,7.78
-4.08,-4.73,9.69
-15.99,2.07,14.40
-25.80,7.39,4.43
-27.59,7.49,-7.06
-26.03,8.01,-18.43
-22.62,5.38,-25.96
-19.38,2.35,-28.13
-17.08,1.08,-19.40
-16.63,-0.11,-9.48
-15.71,0.34,-0.36
-8.26,-0.89,6.52
8.98,-3.55,13.50
12.17,-2.49,9.40
12.60,-0.71,4.18
15.99,-1.39,-2.95
18.10,0.64,-9.14
18.85,2.17,-13.74
22.08,1.22,-12.41
25.20,-0.41,-10.28
25.56,-2.60,-5.74
22.03,-4.93,1.39
17.71,-7.09,12.29
5.83,-7.74,19.85
-8.37,-0.84,21.54
-22.24,7.57,13.81
-32.29,14.23,0.16
-34.70,17.91,-12.50
-41.76,13.72,-35.39
-27.68,-0.56,-27.13
-18.25,3.14,-24.53
-10.91,4.61,-16.04
-8.27,4.71,-16.34
0.51,6.35,-5.16
8.12,14.99,3.40
14.98,-2.36,12.59
22.54,-17.44,12.39
19.02,-16.06,8.49
15.37,-14.25,4.65
11.39,-11.70,2.30
5.90,-6.39,-0.11
-0.18,-0.23,-2.78
-0.68,-0.91,-2.28
-0.52,-1.76,-1.66
-1.91,-0.62,-2.80
-2.13,0.21,-3.51
-2.41,0.93,-3.59
-2.04,0.74,-2.76
-0.67,-0.59,-0.77
0.23,-1.23,-1.25
0.45,-0.53,-2.03
0.33,-0.24,-2.64
